account_id,customer_id,branch_id,account_type,balance,opened_date
574,75,25,CHECKING,144838.32,2019-07-29
575,76,26,CREDIT,40877.32,2019-07-30
576,77,27,SAVINGS,121325.78,2019-07-31
577,78,28,CHECKING,80956.85,2019-08-01
578,79,29,CREDIT,72782.88,2019-08-02
579,80,30,SAVINGS,65618.39,2019-08-03
580,81,31,CHECKING,109788.42,2019-08-04
581,82,32,CREDIT,40625.13,2019-08-05
582,83,33,SAVINGS,127831.12,2019-08-06
583,84,34,CHECKING,124694.29,2019-08-07
584,85,35,CREDIT,13456.1,2019-08-08
585,86,36,SAVINGS,132303.86,2019-08-09
586,87,37,CHECKING,36957.58,2019-08-10
587,88,38,CREDIT,69973.92,2019-08-11
588,89,39,SAVINGS,91744.59,2019-08-12
589,90,40,CHECKING,57158.9,2019-08-13
590,91,41,CREDIT,4790.65,2019-08-14
591,92,42,SAVINGS,127717.45,2019-08-15
592,93,43,CHECKING,27685.06,2019-08-16
593,94,44,CREDIT,32211.92,2019-08-17
594,95,45,SAVINGS,119775.94,2019-08-18
595,96,46,CHECKING,51380.66,2019-08-19
596,97,47,CREDIT,132107.84,2019-08-20
597,98,48,SAVINGS,105326.97,2019-08-21
598,99,49,CHECKING,41802.15,2019-08-22
599,100,50,CREDIT,2017.59,2019-08-23
600,101,1,SAVINGS,142235.36,2019-08-24
601,102,2,CHECKING,13299.14,2019-08-25
602,103,3,CREDIT,108151.16,2019-08-26
603,104,4,SAVINGS,73542.39,2019-08-27
604,105,5,CHECKING,113845.62,2019-08-28
605,106,6,CREDIT,103746.1,2019-08-29
606,107,7,SAVINGS,97062.48,2019-08-30
607,108,8,CHECKING,73877.79,2019-08-31
608,109,9,CREDIT,119043.46,2019-09-01
609,110,10,SAVINGS,14411.48,2019-09-02
610,111,11,CHECKING,33628.66,2019-09-03
611,112,12,CREDIT,103922.18,2019-09-04
612,113,13,SAVINGS,46277.8,2019-09-05
613,114,14,CHECKING,87442.56,2019-09-06
614,115,15,CREDIT,71252.44,2019-09-07
615,116,16,SAVINGS,79872.83,2019-09-08
616,117,17,CHECKING,64112.82,2019-09-09
617,118,18,CREDIT,112017.35,2019-09-10
618,119,19,SAVINGS,49953.3,2019-09-11
619,120,20,CHECKING,105576.81,2019-09-12
620,121,21,CREDIT,41002.01,2019-09-13
621,122,22,SAVINGS,38084.85,2019-09-14
622,123,23,CHECKING,18538.05,2019-09-15
623,124,24,CREDIT,29291.35,2019-09-16
624,125,25,SAVINGS,18373.43,2019-09-17
625,126,26,CHECKING,80611.66,2019-09-18
626,127,27,CREDIT,114447.35,2019-09-19
627,128,28,SAVINGS,28179.9,2019-09-20
628,129,29,CHECKING,32849.5,2019-09-21
629,130,30,CREDIT,72887.69,2019-09-22
630,131,31,SAVINGS,108825.46,2019-09-23
631,132,32,CHECKING,146502.75,2019-09-24
632,133,33,CREDIT,78933.21,2019-09-25
633,134,34,SAVINGS,42808.31,2019-09-26
634,135,35,CHECKING,15528.65,2019-09-27
635,136,36,CREDIT,29520.58,2019-09-28
636,137,37,SAVINGS,34508.73,2019-09-29
637,138,38,CHECKING,27326.51,2019-09-30
638,139,39,CREDIT,2615.18,2019-10-01
639,140,40,SAVINGS,80353.2,2019-10-02
640,141,41,CHECKING,41509.54,2019-10-03
641,142,42,CREDIT,146157.09,2019-10-04
642,143,43,SAVINGS,83227.17,2019-10-05
643,144,44,CHECKING,104763.9,2019-10-06
644,145,45,CREDIT,19378.78,2019-10-07
645,146,46,SAVINGS,130334.95,2019-10-08
646,147,47,CHECKING,73886.36,2019-10-09
647,148,48,CREDIT,130971.6,2019-10-10
648,149,49,SAVINGS,86322.6,2019-10-11
649,150,50,CHECKING,70674.84,2019-10-12
650,151,1,CREDIT,66350.09,2019-10-13
651,152,2,SAVINGS,28062.37,2019-10-14
652,153,3,CHECKING,8180.82,2019-10-15
653,154,4,CREDIT,141189.01,2019-10-16
654,155,5,SAVINGS,71920.51,2019-10-17
655,156,6,CHECKING,123406.29,2019-10-18
656,157,7,CREDIT,60405.76,2019-10-19
657,158,8,SAVINGS,11575.28,2019-10-20
658,159,9,CHECKING,94602.13,2019-10-21
659,160,10,CREDIT,8514.56,2019-10-22
660,161,11,SAVINGS,22805.04,2019-10-23
661,162,12,CHECKING,84644.52,2019-10-24
662,163,13,CREDIT,45923.41,2019-10-25
663,164,14,SAVINGS,149090.76,2019-10-26
664,165,15,CHECKING,18208.51,2019-10-27
665,166,16,CREDIT,114784.3,2019-10-28
666,167,17,SAVINGS,91144.49,2019-10-29
667,168,18,CHECKING,118715.75,2019-10-30
668,169,19,CREDIT,34240.23,2019-10-31
669,170,20,SAVINGS,78624.59,2019-11-01
670,171,21,CHECKING,67851.91,2019-11-02
671,172,22,CREDIT,66686.79,2019-11-03
672,173,23,SAVINGS,129094.92,2019-11-04
673,174,24,CHECKING,148509.67,2019-11-05
674,175,25,CREDIT,46154.35,2019-11-06
675,176,26,SAVINGS,93343.58,2019-11-07
676,177,27,CHECKING,91639.82,2019-11-08
677,178,28,CREDIT,111143.35,2019-11-09
678,179,29,SAVINGS,142164.73,2019-11-10
679,180,30,CHECKING,31564.29,2019-11-11
680,181,31,CREDIT,32048.27,2019-11-12
681,182,32,SAVINGS,99234.01,2019-11-13
682,183,33,CHECKING,23980.04,2019-11-14
683,184,34,CREDIT,26485.13,2019-11-15
684,185,35,SAVINGS,11722.2,2019-11-16
685,186,36,CHECKING,900.02,2019-11-17
686,187,37,CREDIT,67850.3,2019-11-18
687,188,38,SAVINGS,89274.77,2019-11-19
688,189,39,CHECKING,44043.26,2019-11-20
689,190,40,CREDIT,35105.7,2019-11-21
690,191,41,SAVINGS,106189.9,2019-11-22
691,192,42,CHECKING,105596.64,2019-11-23
692,193,43,CREDIT,68377.68,2019-11-24
693,194,44,SAVINGS,103264.05,2019-11-25
694,195,45,CHECKING,138624.7,2019-11-26
695,196,46,CREDIT,118280.29,2019-11-27
696,197,47,SAVINGS,93946.17,2019-11-28
697,198,48,CHECKING,99346.86,2019-11-29
698,199,49,CREDIT,140083.43,2019-11-30
699,200,50,SAVINGS,64058.28,2019-12-01
700,201,1,CHECKING,81912.08,2019-12-02
701,202,2,CREDIT,97321.39,2019-12-03
702,203,3,SAVINGS,136307.51,2019-12-04
703,204,4,CHECKING,124081.36,2019-12-05
704,205,5,CREDIT,11175.77,2019-12-06
705,206,6,SAVINGS,25305.46,2019-12-07
706,207,7,CHECKING,46487.97,2019-12-08
707,208,8,CREDIT,112469.18,2019-12-09
708,209,9,SAVINGS,85596.45,2019-12-10
709,210,10,CHECKING,43647.28,2019-12-11
710,211,11,CREDIT,19090.87,2019-12-12
711,212,12,SAVINGS,103457.36,2019-12-13
712,213,13,CHECKING,105110.19,2019-12-14
713,214,14,CREDIT,141430.1,2019-12-15
714,215,15,SAVINGS,75320.59,2019-12-16
715,216,16,CHECKING,74322.39,2019-12-17
716,217,17,CREDIT,12526.06,2019-12-18
717,218,18,SAVINGS,6459.19,2019-12-19
718,219,19,CHECKING,65088.29,2019-12-20
719,220,20,CREDIT,48687.08,2019-12-21
720,221,21,SAVINGS,37930.0,2019-12-22
721,222,22,CHECKING,14153.37,2019-12-23
722,223,23,CREDIT,144305.71,2019-12-24
723,224,24,SAVINGS,125475.81,2019-12-25
724,225,25,CHECKING,86492.27,2019-12-26
725,226,26,CREDIT,142642.55,2019-12-27
726,227,27,SAVINGS,149936.08,2019-12-28
727,228,28,CHECKING,101006.1,2019-12-29
728,229,29,CREDIT,40791.9,2019-12-30
729,230,30,SAVINGS,6514.64,2019-12-31
730,231,31,CHECKING,113562.19,2020-01-01
731,232,32,CREDIT,70839.87,2020-01-02
732,233,33,SAVINGS,97900.67,2020-01-03
733,234,34,CHECKING,137452.88,2020-01-04
734,235,35,CREDIT,27632.63,2020-01-05
735,236,36,SAVINGS,88006.78,2020-01-06
736,237,37,CHECKING,95400.32,2020-01-07
737,238,38,CREDIT,74013.01,2020-01-08
738,239,39,SAVINGS,14140.74,2020-01-09
739,240,40,CHECKING,52520.18,2020-01-10
740,241,41,CREDIT,50329.6,2020-01-11
741,242,42,SAVINGS,100684.96,2020-01-12
742,243,43,CHECKING,128731.1,2020-01-13
743,244,44,CREDIT,49805.65,2020-01-14
744,245,45,SAVINGS,104204.21,2020-01-15
745,246,46,CHECKING,43588.56,2020-01-16
746,247,47,CREDIT,141806.43,2020-01-17
747,248,48,SAVINGS,122128.12,2020-01-18
748,249,49,CHECKING,82739.44,2020-01-19
749,250,50,CREDIT,68496.47,2020-01-20
750,251,1,SAVINGS,47520.31,2020-01-21
751,252,2,CHECKING,48829.43,2020-01-22
752,253,3,CREDIT,145542.62,2020-01-23
753,254,4,SAVINGS,60924.17,2020-01-24
754,255,5,CHECKING,77432.14,2020-01-25
755,256,6,CREDIT,148223.82,2020-01-26
756,257,7,SAVINGS,98820.23,2020-01-27
757,258,8,CHECKING,81617.74,2020-01-28
758,259,9,CREDIT,62280.51,2020-01-29
759,260,10,SAVINGS,28543.59,2020-01-30
760,261,11,CHECKING,54586.01,2020-01-31
761,262,12,CREDIT,113588.25,2020-02-01
762,263,13,SAVINGS,93998.61,2020-02-02
763,264,14,CHECKING,114118.59,2020-02-03
764,265,15,CREDIT,30931.96,2020-02-04
765,266,16,SAVINGS,82608.34,2020-02-05
766,267,17,CHECKING,139187.08,2020-02-06
767,268,18,CREDIT,65998.36,2020-02-07
768,269,19,SAVINGS,104888.38,2020-02-08
769,270,20,CHECKING,18653.2,2020-02-09
770,271,21,CREDIT,145985.45,2020-02-10
771,272,22,SAVINGS,91526.31,2020-02-11
772,273,23,CHECKING,36274.97,2020-02-12
773,274,24,CREDIT,24177.54,2020-02-13
774,275,25,SAVINGS,82850.43,2020-02-14
775,276,26,CHECKING,83061.59,2020-02-15
776,277,27,CREDIT,14434.78,2020-02-16
777,278,28,SAVINGS,148842.44,2020-02-17
778,279,29,CHECKING,136983.02,2020-02-18
779,280,30,CREDIT,69486.46,2020-02-19
780,281,31,SAVINGS,18061.19,2020-02-20
781,282,32,CHECKING,124905.4,2020-02-21
782,283,33,CREDIT,75007.14,2020-02-22
783,284,34,SAVINGS,107632.2,2020-02-23
784,285,35,CHECKING,76576.37,2020-02-24
785,286,36,CREDIT,41377.02,2020-02-25
786,287,37,SAVINGS,125291.23,2020-02-26
787,288,38,CHECKING,147046.57,2020-02-27
788,289,39,CREDIT,36937.77,2020-02-28
789,290,40,SAVINGS,82914.13,2020-02-29
790,291,41,CHECKING,57846.11,2020-03-01
791,292,42,CREDIT,138319.29,2020-03-02
792,293,43,SAVINGS,76482.01,2020-03-03
793,294,44,CHECKING,131959.28,2020-03-04
794,295,45,CREDIT,129672.03,2020-03-05
795,296,46,SAVINGS,41798.99,2020-03-06
796,297,47,CHECKING,118605.92,2020-03-07
797,298,48,CREDIT,62533.89,2020-03-08
798,299,49,SAVINGS,140170.13,2020-03-09
799,300,50,CHECKING,76406.78,2020-03-10
800,301,1,CREDIT,123172.15,2020-03-11
801,302,2,SAVINGS,42784.43,2020-03-12
802,303,3,CHECKING,45134.1,2020-03-13
803,304,4,CREDIT,88247.19,2020-03-14
804,305,5,SAVINGS,149835.9,2020-03-15
805,306,6,CHECKING,73701.23,2020-03-16
806,307,7,CREDIT,22715.02,2020-03-17
807,308,8,SAVINGS,81017.8,2020-03-18
808,309,9,CHECKING,52096.03,2020-03-19
809,310,10,CREDIT,83011.65,2020-03-20
810,311,11,SAVINGS,81742.79,2020-03-21
811,312,12,CHECKING,68574.02,2020-03-22
812,313,13,CREDIT,48605.71,2020-03-23
813,314,14,SAVINGS,28703.53,2020-03-24
814,315,15,CHECKING,104776.01,2020-03-25
815,316,16,CREDIT,85983.75,2020-03-26
816,317,17,SAVINGS,35417.59,2020-03-27
817,318,18,CHECKING,116443.9,2020-03-28
818,319,19,CREDIT,7025.27,2020-03-29
819,320,20,SAVINGS,111833.42,2020-03-30
820,321,21,CHECKING,105931.57,2020-03-31
821,322,22,CREDIT,121805.63,2020-04-01
822,323,23,SAVINGS,58218.77,2020-04-02
823,324,24,CHECKING,99721.48,2020-04-03
824,325,25,CREDIT,123201.76,2020-04-04
825,326,26,SAVINGS,147132.31,2020-04-05
826,327,27,CHECKING,74551.63,2020-04-06
827,328,28,CREDIT,6034.43,2020-04-07
828,329,29,SAVINGS,75592.53,2020-04-08
829,330,30,CHECKING,88731.97,2020-04-09
830,331,31,CREDIT,130520.2,2020-04-10
831,332,32,SAVINGS,131191.46,2020-04-11
832,333,33,CHECKING,66325.78,2020-04-12
833,334,34,CREDIT,79129.69,2020-04-13
834,335,35,SAVINGS,68810.75,2020-04-14
835,336,36,CHECKING,108505.35,2020-04-15
836,337,37,CREDIT,61791.8,2020-04-16
837,338,38,SAVINGS,98389.81,2020-04-17
838,339,39,CHECKING,23577.0,2020-04-18
839,340,40,CREDIT,70688.84,2020-04-19
840,341,41,SAVINGS,145395.94,2020-04-20
841,342,42,CHECKING,51114.9,2020-04-21
842,343,43,CREDIT,104059.34,2020-04-22
843,344,44,SAVINGS,97650.58,2020-04-23
844,345,45,CHECKING,127838.91,2020-04-24
845,346,46,CREDIT,127925.03,2020-04-25
846,347,47,SAVINGS,128971.66,2020-04-26
847,348,48,CHECKING,57311.4,2020-04-27
848,349,49,CREDIT,47840.84,2020-04-28
849,350,50,SAVINGS,107948.26,2020-04-29
850,351,1,CHECKING,114030.57,2020-04-30
851,352,2,CREDIT,130921.26,2020-05-01
852,353,3,SAVINGS,5866.92,2020-05-02
853,354,4,CHECKING,10728.9,2020-05-03
854,355,5,CREDIT,94858.57,2020-05-04
855,356,6,SAVINGS,138178.9,2020-05-05
856,357,7,CHECKING,149615.18,2020-05-06
857,358,8,CREDIT,112141.57,2020-05-07
858,359,9,SAVINGS,65378.74,2020-05-08
859,360,10,CHECKING,15217.25,2020-05-09
860,361,11,CREDIT,95245.3,2020-05-10
861,362,12,SAVINGS,130950.6,2020-05-11
862,363,13,CHECKING,66829.94,2020-05-12
863,364,14,CREDIT,104253.17,2020-05-13
864,365,15,SAVINGS,135561.9,2020-05-14
865,366,16,CHECKING,7375.65,2020-05-15
866,367,17,CREDIT,119523.45,2020-05-16
867,368,18,SAVINGS,44358.48,2020-05-17
868,369,19,CHECKING,56538.74,2020-05-18
869,370,20,CREDIT,22262.68,2020-05-19
870,371,21,SAVINGS,79909.36,2020-05-20
871,372,22,CHECKING,85106.25,2020-05-21
872,373,23,CREDIT,118981.66,2020-05-22
873,374,24,SAVINGS,25912.56,2020-05-23
874,375,25,CHECKING,12305.77,2020-05-24
875,376,26,CREDIT,130690.52,2020-05-25
876,377,27,SAVINGS,93146.7,2020-05-26
877,378,28,CHECKING,36504.05,2020-05-27
878,379,29,CREDIT,136967.94,2020-05-28
879,380,30,SAVINGS,21896.1,2020-05-29
880,381,31,CHECKING,69441.91,2020-05-30
881,382,32,CREDIT,38469.61,2020-05-31
882,383,33,SAVINGS,38671.34,2020-06-01
883,384,34,CHECKING,1904.92,2020-06-02
884,385,35,CREDIT,120792.65,2020-06-03
885,386,36,SAVINGS,135230.81,2020-06-04
886,387,37,CHECKING,101802.83,2020-06-05
887,388,38,CREDIT,24117.36,2020-06-06
888,389,39,SAVINGS,66538.6,2020-06-07
889,390,40,CHECKING,52162.06,2020-06-08
890,391,41,CREDIT,88341.97,2020-06-09
891,392,42,SAVINGS,96021.34,2020-06-10
892,393,43,CHECKING,63934.19,2020-06-11
893,394,44,CREDIT,37889.68,2020-06-12
894,395,45,SAVINGS,126872.94,2020-06-13
895,396,46,CHECKING,30282.94,2020-06-14
896,397,47,CREDIT,58011.64,2020-06-15
897,398,48,SAVINGS,72739.61,2020-06-16
898,399,49,CHECKING,35962.25,2020-06-17
899,400,50,CREDIT,86002.44,2020-06-18
900,401,1,SAVINGS,86434.38,2020-06-19
901,402,2,CHECKING,148907.46,2020-06-20
902,403,3,CREDIT,44637.0,2020-06-21
903,404,4,SAVINGS,146702.7,2020-06-22
904,405,5,CHECKING,98905.36,2020-06-23
905,406,6,CREDIT,41534.82,2020-06-24
906,407,7,SAVINGS,85106.39,2020-06-25
907,408,8,CHECKING,103027.02,2020-06-26
908,409,9,CREDIT,111827.99,2020-06-27
909,410,10,SAVINGS,7832.12,2020-06-28
910,411,11,CHECKING,91157.77,2020-06-29
911,412,12,CREDIT,74760.73,2020-06-30
912,413,13,SAVINGS,135671.22,2020-07-01
913,414,14,CHECKING,43286.03,2020-07-02
914,415,15,CREDIT,119929.59,2020-07-03
915,416,16,SAVINGS,91256.22,2020-07-04
916,417,17,CHECKING,53171.98,2020-07-05
917,418,18,CREDIT,95674.37,2020-07-06
918,419,19,SAVINGS,93323.23,2020-07-07
919,420,20,CHECKING,101825.79,2020-07-08
920,421,21,CREDIT,108278.79,2020-07-09
921,422,22,SAVINGS,99047.64,2020-07-10
922,423,23,CHECKING,125831.4,2020-07-11
923,424,24,CREDIT,94423.09,2020-07-12
924,425,25,SAVINGS,135558.85,2020-07-13
925,426,26,CHECKING,97127.92,2020-07-14
926,427,27,CREDIT,46685.47,2020-07-15
927,428,28,SAVINGS,66403.07,2020-07-16
928,429,29,CHECKING,87146.28,2020-07-17
929,430,30,CREDIT,109987.79,2020-07-18
930,431,31,SAVINGS,13974.94,2020-07-19
931,432,32,CHECKING,44619.01,2020-07-20
932,433,33,CREDIT,112248.39,2020-07-21
933,434,34,SAVINGS,26758.19,2020-07-22
934,435,35,CHECKING,20257.89,2020-07-23
935,436,36,CREDIT,81141.46,2020-07-24
936,437,37,SAVINGS,145737.69,2020-07-25
937,438,38,CHECKING,79862.43,2020-07-26
938,439,39,CREDIT,137066.3,2020-07-27
939,440,40,SAVINGS,124655.66,2020-07-28
940,441,41,CHECKING,38917.03,2020-07-29
941,442,42,CREDIT,123791.13,2020-07-30
942,443,43,SAVINGS,72536.25,2020-07-31
943,444,44,CHECKING,121070.03,2020-08-01
944,445,45,CREDIT,112110.62,2020-08-02
945,446,46,SAVINGS,51137.93,2020-08-03
946,447,47,CHECKING,17717.87,2020-08-04
947,448,48,CREDIT,144452.55,2020-08-05
948,449,49,SAVINGS,21543.17,2020-08-06
949,450,50,CHECKING,144991.78,2020-08-07
950,451,1,CREDIT,129091.02,2020-08-08
951,452,2,SAVINGS,108770.4,2020-08-09
952,453,3,CHECKING,147001.37,2020-08-10
953,454,4,CREDIT,145106.83,2020-08-11
954,455,5,SAVINGS,120785.85,2020-08-12
955,456,6,CHECKING,55183.37,2020-08-13
956,457,7,CREDIT,118706.95,2020-08-14
957,458,8,SAVINGS,2580.84,2020-08-15
958,459,9,CHECKING,80717.56,2020-08-16
959,460,10,CREDIT,68490.51,2020-08-17
960,461,11,SAVINGS,101087.84,2020-08-18
961,462,12,CHECKING,101014.95,2020-08-19
962,463,13,CREDIT,87891.73,2020-08-20
963,464,14,SAVINGS,123451.39,2020-08-21
964,465,15,CHECKING,141073.64,2020-08-22
965,466,16,CREDIT,16697.74,2020-08-23
966,467,17,SAVINGS,35456.37,2020-08-24
967,468,18,CHECKING,4241.19,2020-08-25
968,469,19,CREDIT,132693.11,2020-08-26
969,470,20,SAVINGS,84430.4,2020-08-27
970,471,21,CHECKING,137330.76,2020-08-28
971,472,22,CREDIT,33594.4,2020-08-29
972,473,23,SAVINGS,9950.95,2020-08-30
973,474,24,CHECKING,123666.38,2020-08-31
974,475,25,CREDIT,136453.45,2020-09-01
975,476,26,SAVINGS,45677.43,2020-09-02
976,477,27,CHECKING,61540.23,2020-09-03
977,478,28,CREDIT,21396.66,2020-09-04
978,479,29,SAVINGS,141966.1,2020-09-05
979,480,30,CHECKING,46002.51,2020-09-06
980,481,31,CREDIT,74147.38,2020-09-07
981,482,32,SAVINGS,15030.2,2020-09-08
982,483,33,CHECKING,133145.27,2020-09-09
983,484,34,CREDIT,20781.78,2020-09-10
984,485,35,SAVINGS,68319.74,2020-09-11
985,486,36,CHECKING,100737.69,2020-09-12
986,487,37,CREDIT,111599.45,2020-09-13
987,488,38,SAVINGS,141923.13,2020-09-14
988,489,39,CHECKING,63159.45,2020-09-15
989,490,40,CREDIT,111469.22,2020-09-16
990,491,41,SAVINGS,23601.17,2020-09-17
991,492,42,CHECKING,62525.24,2020-09-18
992,493,43,CREDIT,15303.73,2020-09-19
993,494,44,SAVINGS,73657.38,2020-09-20
994,495,45,CHECKING,61513.32,2020-09-21
995,496,46,CREDIT,142752.47,2020-09-22
996,497,47,SAVINGS,5391.08,2020-09-23
997,498,48,CHECKING,55894.23,2020-09-24
998,499,49,CREDIT,66785.77,2020-09-25
999,500,50,SAVINGS,142608.0,2020-09-26
1000,1,1,CHECKING,128389.8,2020-09-27
