transaction_id,account_id,employee_id,transaction_type,amount,transaction_date
2809,810,10,WITHDRAWAL,9730.56,2023-11-03 08:35:20
2810,811,11,TRANSFER,30162.56,2023-09-04 19:26:05
2811,812,12,DEPOSIT,47170.67,2024-02-02 08:05:31
2812,813,13,WITHDRAWAL,19883.92,2023-10-08 10:44:13
2813,814,14,TRANSFER,18487.8,2023-11-29 03:47:46
2814,815,15,DEPOSIT,619.42,2023-10-17 14:04:35
2815,816,16,WITHDRAWAL,17574.24,2023-09-25 21:46:43
2816,817,17,TRANSFER,43716.34,2023-12-13 02:08:21
2817,818,18,DEPOSIT,10792.6,2023-03-10 00:57:24
2818,819,19,WITHDRAWAL,37078.97,2023-12-12 00:52:03
2819,820,20,TRANSFER,40186.24,2023-11-19 19:31:39
2820,821,21,DEPOSIT,8197.88,2023-08-13 04:31:41
2821,822,22,WITHDRAWAL,36432.99,2023-11-26 04:48:17
2822,823,23,TRANSFER,6986.99,2023-11-18 17:07:54
2823,824,24,DEPOSIT,29900.81,2024-04-01 01:49:47
2824,825,25,WITHDRAWAL,10397.11,2023-04-22 13:37:49
2825,826,26,TRANSFER,49419.24,2024-01-04 15:25:47
2826,827,27,DEPOSIT,49332.05,2024-02-13 00:19:16
2827,828,28,WITHDRAWAL,46658.32,2023-02-21 08:29:14
2828,829,29,TRANSFER,37808.14,2024-04-03 19:03:09
2829,830,30,DEPOSIT,340.88,2023-03-10 16:47:43
2830,831,31,WITHDRAWAL,45721.38,2024-05-11 04:12:24
2831,832,32,TRANSFER,8752.9,2023-11-18 23:06:04
2832,833,33,DEPOSIT,35515.25,2023-12-25 22:32:25
2833,834,34,WITHDRAWAL,9970.89,2023-04-17 08:30:18
2834,835,35,TRANSFER,14480.26,2023-10-24 12:41:59
2835,836,36,DEPOSIT,2121.22,2024-01-17 01:10:43
2836,837,37,WITHDRAWAL,41730.91,2023-08-23 13:33:20
2837,838,38,TRANSFER,24710.08,2023-08-25 01:22:28
2838,839,39,DEPOSIT,11233.77,2023-12-26 23:22:06
2839,840,40,WITHDRAWAL,7709.66,2023-01-02 21:36:33
2840,841,41,TRANSFER,47801.77,2023-08-22 03:33:47
2841,842,42,DEPOSIT,23632.33,2024-05-09 10:21:14
2842,843,43,WITHDRAWAL,33299.01,2024-05-22 19:57:25
2843,844,44,TRANSFER,20863.67,2023-08-12 10:54:44
2844,845,45,DEPOSIT,45340.59,2024-01-18 01:25:44
2845,846,46,WITHDRAWAL,12245.07,2024-05-15 19:40:45
2846,847,47,TRANSFER,38238.27,2023-04-03 16:55:55
2847,848,48,DEPOSIT,49716.7,2024-01-18 23:07:20
2848,849,49,WITHDRAWAL,29948.58,2023-02-21 19:50:27
2849,850,50,TRANSFER,29057.48,2023-10-08 23:41:09
2850,851,51,DEPOSIT,21809.06,2024-03-15 07:04:28
2851,852,52,WITHDRAWAL,31403.52,2023-07-20 07:49:10
2852,853,53,TRANSFER,48713.19,2024-01-05 18:02:31
2853,854,54,DEPOSIT,18666.38,2023-04-03 21:12:05
2854,855,55,WITHDRAWAL,887.08,2024-03-22 19:41:32
2855,856,56,TRANSFER,8150.73,2023-07-21 14:07:25
2856,857,57,DEPOSIT,7315.39,2023-02-15 10:42:46
2857,858,58,WITHDRAWAL,43917.08,2023-12-25 02:28:56
2858,859,59,TRANSFER,17875.7,2023-04-16 05:51:16
2859,860,60,DEPOSIT,13640.79,2023-02-11 01:54:35
2860,861,61,WITHDRAWAL,31815.99,2023-11-22 20:18:28
2861,862,62,TRANSFER,2445.26,2023-10-04 12:01:43
2862,863,63,DEPOSIT,26485.32,2023-08-15 13:00:46
2863,864,64,WITHDRAWAL,25698.19,2023-03-01 16:09:11
2864,865,65,TRANSFER,9170.54,2024-05-02 19:19:36
2865,866,66,DEPOSIT,29942.14,2023-03-15 09:46:08
2866,867,67,WITHDRAWAL,27190.18,2023-05-10 19:38:21
2867,868,68,TRANSFER,41342.83,2023-09-03 14:35:22
2868,869,69,DEPOSIT,13580.23,2023-08-22 20:23:40
2869,870,70,WITHDRAWAL,4800.71,2023-10-09 13:54:45
2870,871,71,TRANSFER,17587.95,2024-03-26 12:51:11
2871,872,72,DEPOSIT,654.75,2023-04-22 15:05:19
2872,873,73,WITHDRAWAL,14078.07,2024-02-07 11:24:10
2873,874,74,TRANSFER,20605.61,2024-01-12 15:10:22
2874,875,75,DEPOSIT,5129.87,2023-05-07 15:05:00
2875,876,76,WITHDRAWAL,25174.11,2023-05-01 01:06:44
2876,877,77,TRANSFER,39757.39,2023-05-27 08:20:36
2877,878,78,DEPOSIT,30675.28,2024-03-09 22:05:16
2878,879,79,WITHDRAWAL,42305.03,2024-02-13 06:52:43
2879,880,80,TRANSFER,35116.22,2024-03-04 01:29:15
2880,881,81,DEPOSIT,20873.14,2023-03-30 12:29:38
2881,882,82,WITHDRAWAL,5837.12,2023-03-01 08:12:19
2882,883,83,TRANSFER,46171.25,2023-04-12 22:20:40
2883,884,84,DEPOSIT,17417.01,2024-01-08 10:52:03
2884,885,85,WITHDRAWAL,6959.31,2023-10-09 14:46:04
2885,886,86,TRANSFER,44487.42,2023-12-10 06:19:10
2886,887,87,DEPOSIT,26160.82,2024-04-09 04:58:41
2887,888,88,WITHDRAWAL,8618.64,2023-09-23 16:11:00
2888,889,89,TRANSFER,1447.69,2023-08-25 15:43:34
2889,890,90,DEPOSIT,11125.67,2023-04-03 02:48:22
2890,891,91,WITHDRAWAL,34405.48,2023-04-21 13:46:13
2891,892,92,TRANSFER,6275.96,2023-08-27 18:52:45
2892,893,93,DEPOSIT,49055.67,2023-04-12 03:26:38
2893,894,94,WITHDRAWAL,34544.0,2023-11-26 22:56:25
2894,895,95,TRANSFER,3895.99,2023-03-28 18:39:09
2895,896,96,DEPOSIT,37869.13,2024-01-12 03:09:55
2896,897,97,WITHDRAWAL,9825.59,2023-02-03 00:34:23
2897,898,98,TRANSFER,39654.83,2023-01-26 11:18:01
2898,899,99,DEPOSIT,29662.88,2024-02-03 19:56:45
2899,900,100,WITHDRAWAL,5954.92,2023-12-31 08:19:43
2900,901,101,TRANSFER,2173.64,2023-07-16 12:29:39
2901,902,102,DEPOSIT,33382.65,2023-08-23 07:05:07
2902,903,103,WITHDRAWAL,39120.72,2023-03-16 22:57:26
2903,904,104,TRANSFER,10278.01,2024-04-12 10:12:55
2904,905,105,DEPOSIT,9247.24,2023-06-05 08:43:32
2905,906,106,WITHDRAWAL,1472.66,2023-10-01 01:03:45
2906,907,107,TRANSFER,42294.62,2023-04-24 01:22:43
2907,908,108,DEPOSIT,47440.09,2023-08-04 10:39:25
2908,909,109,WITHDRAWAL,17616.64,2023-09-28 04:08:35
2909,910,110,TRANSFER,39042.3,2024-01-24 20:30:06
2910,911,111,DEPOSIT,12098.71,2024-04-21 02:20:09
2911,912,112,WITHDRAWAL,3426.17,2024-03-18 21:57:27
2912,913,113,TRANSFER,38164.57,2024-03-25 01:11:34
2913,914,114,DEPOSIT,10857.73,2024-02-15 18:16:07
2914,915,115,WITHDRAWAL,48213.55,2023-05-29 18:42:16
2915,916,116,TRANSFER,45084.0,2023-05-14 10:05:21
2916,917,117,DEPOSIT,226.4,2024-02-22 04:45:48
2917,918,118,WITHDRAWAL,46212.36,2023-03-18 15:38:06
2918,919,119,TRANSFER,42566.33,2024-01-27 14:52:51
2919,920,120,DEPOSIT,18329.49,2024-01-04 17:20:18
2920,921,121,WITHDRAWAL,9264.44,2024-04-02 18:51:00
2921,922,122,TRANSFER,9050.62,2023-03-25 08:40:25
2922,923,123,DEPOSIT,49065.24,2023-10-03 14:22:04
2923,924,124,WITHDRAWAL,10721.56,2023-11-26 09:38:42
2924,925,125,TRANSFER,20384.82,2023-06-26 17:55:04
2925,926,126,DEPOSIT,6189.53,2023-09-02 02:36:32
2926,927,127,WITHDRAWAL,25991.18,2023-03-27 16:26:32
2927,928,128,TRANSFER,38116.06,2024-01-21 02:40:49
2928,929,129,DEPOSIT,27861.03,2023-08-12 21:45:56
2929,930,130,WITHDRAWAL,4121.57,2023-02-01 12:59:54
2930,931,131,TRANSFER,5794.97,2024-01-19 11:28:25
2931,932,132,DEPOSIT,22852.72,2023-08-09 06:54:01
2932,933,133,WITHDRAWAL,34355.46,2023-08-31 08:13:49
2933,934,134,TRANSFER,11301.41,2023-12-11 19:56:14
2934,935,135,DEPOSIT,14536.56,2023-11-13 08:17:27
2935,936,136,WITHDRAWAL,9447.36,2023-11-29 09:47:01
2936,937,137,TRANSFER,44738.78,2023-02-24 01:36:31
2937,938,138,DEPOSIT,46954.71,2024-01-05 11:15:29
2938,939,139,WITHDRAWAL,8973.07,2023-10-13 09:36:14
2939,940,140,TRANSFER,33608.05,2024-01-17 20:59:23
2940,941,141,DEPOSIT,21908.54,2023-11-04 20:52:04
2941,942,142,WITHDRAWAL,33829.17,2024-05-26 12:13:45
2942,943,143,TRANSFER,7176.94,2023-04-03 14:22:54
2943,944,144,DEPOSIT,34754.91,2023-11-08 04:10:40
2944,945,145,WITHDRAWAL,37074.19,2023-03-21 00:14:18
2945,946,146,TRANSFER,3244.87,2023-05-12 01:13:43
2946,947,147,DEPOSIT,16938.2,2023-06-04 15:14:21
2947,948,148,WITHDRAWAL,42203.03,2024-04-07 02:52:25
2948,949,149,TRANSFER,6146.88,2023-11-11 00:29:37
2949,950,150,DEPOSIT,36262.77,2023-11-26 21:03:36
2950,951,151,WITHDRAWAL,38243.2,2023-08-05 07:57:28
2951,952,152,TRANSFER,29686.56,2024-03-27 23:44:57
2952,953,153,DEPOSIT,47161.82,2024-05-15 01:52:58
2953,954,154,WITHDRAWAL,23796.56,2023-10-04 14:08:05
2954,955,155,TRANSFER,47507.44,2024-04-13 11:49:06
2955,956,156,DEPOSIT,25575.61,2024-01-12 08:20:49
2956,957,157,WITHDRAWAL,38402.3,2023-04-25 11:15:08
2957,958,158,TRANSFER,6118.28,2023-03-25 21:56:58
2958,959,159,DEPOSIT,24868.72,2024-01-16 01:59:04
2959,960,160,WITHDRAWAL,47120.73,2024-05-03 01:41:05
2960,961,161,TRANSFER,4989.17,2023-01-24 02:05:11
2961,962,162,DEPOSIT,41517.32,2023-02-11 01:14:25
2962,963,163,WITHDRAWAL,33908.59,2024-01-22 21:54:27
2963,964,164,TRANSFER,19137.82,2023-05-20 02:35:08
2964,965,165,DEPOSIT,7645.31,2023-09-11 22:53:58
2965,966,166,WITHDRAWAL,31165.4,2024-04-28 02:18:02
2966,967,167,TRANSFER,33057.42,2023-03-01 10:23:06
2967,968,168,DEPOSIT,38380.93,2024-02-08 20:33:00
2968,969,169,WITHDRAWAL,10104.57,2023-12-28 23:16:35
2969,970,170,TRANSFER,24899.97,2024-05-29 06:18:44
2970,971,171,DEPOSIT,13090.65,2024-01-28 02:03:22
2971,972,172,WITHDRAWAL,40475.99,2023-09-24 21:27:35
2972,973,173,TRANSFER,27335.54,2024-02-24 20:11:26
2973,974,174,DEPOSIT,49535.67,2023-01-25 13:02:20
2974,975,175,WITHDRAWAL,19187.66,2023-04-03 12:49:14
2975,976,176,TRANSFER,42645.19,2023-09-02 07:48:30
2976,977,177,DEPOSIT,22988.22,2023-12-10 17:50:40
2977,978,178,WITHDRAWAL,8851.69,2023-01-26 12:33:03
2978,979,179,TRANSFER,43019.43,2024-05-27 04:18:44
2979,980,180,DEPOSIT,44236.16,2023-08-24 09:09:36
2980,981,181,WITHDRAWAL,24579.07,2023-05-08 11:52:13
2981,982,182,TRANSFER,15629.86,2023-04-15 11:02:33
2982,983,183,DEPOSIT,24377.87,2023-10-30 04:59:09
2983,984,184,WITHDRAWAL,28447.07,2023-03-26 23:01:41
2984,985,185,TRANSFER,33007.33,2024-01-17 00:35:02
2985,986,186,DEPOSIT,28614.79,2024-02-23 23:00:10
2986,987,187,WITHDRAWAL,28117.15,2024-01-05 15:37:30
2987,988,188,TRANSFER,25339.19,2023-05-02 09:50:50
2988,989,189,DEPOSIT,13176.92,2023-10-31 23:56:30
2989,990,190,WITHDRAWAL,48543.83,2024-04-04 01:52:46
2990,991,191,TRANSFER,33827.62,2024-04-24 04:35:20
2991,992,192,DEPOSIT,16030.93,2023-08-09 22:18:00
2992,993,193,WITHDRAWAL,29527.27,2023-01-22 20:41:52
2993,994,194,TRANSFER,41848.34,2023-04-10 13:47:06
2994,995,195,DEPOSIT,40479.58,2023-09-28 23:32:04
2995,996,196,WITHDRAWAL,1354.72,2024-03-29 13:56:00
2996,997,197,TRANSFER,17069.41,2024-04-30 13:41:47
2997,998,198,DEPOSIT,21413.13,2023-03-17 14:44:11
2998,999,199,WITHDRAWAL,20602.36,2023-10-05 13:47:11
2999,1000,200,TRANSFER,33065.39,2023-02-13 20:17:24
3000,1,1,DEPOSIT,11738.76,2023-07-12 07:51:29
3001,2,2,WITHDRAWAL,29630.66,2023-08-31 09:57:24
3002,3,3,TRANSFER,43448.31,2023-02-20 21:00:46
3003,4,4,DEPOSIT,16886.34,2023-03-30 21:53:58
3004,5,5,WITHDRAWAL,26925.46,2023-01-16 07:27:29
3005,6,6,TRANSFER,23050.86,2023-01-30 00:46:09
3006,7,7,DEPOSIT,28406.79,2023-11-25 03:28:05
3007,8,8,WITHDRAWAL,13338.28,2023-11-24 03:13:36
3008,9,9,TRANSFER,29403.58,2023-12-31 19:50:26
3009,10,10,DEPOSIT,18893.1,2023-09-03 20:15:17
3010,11,11,WITHDRAWAL,16127.84,2023-10-31 03:44:02
3011,12,12,TRANSFER,40418.25,2023-03-17 21:44:18
3012,13,13,DEPOSIT,34546.29,2023-03-19 17:11:30
3013,14,14,WITHDRAWAL,16805.01,2023-06-09 22:24:33
3014,15,15,TRANSFER,40574.74,2024-01-26 12:17:04
3015,16,16,DEPOSIT,8339.69,2023-09-21 17:28:25
3016,17,17,WITHDRAWAL,18173.08,2023-08-21 15:28:27
3017,18,18,TRANSFER,10095.91,2023-12-05 15:27:49
3018,19,19,DEPOSIT,42368.23,2024-05-08 13:32:18
3019,20,20,WITHDRAWAL,42020.62,2023-02-28 12:05:18
3020,21,21,TRANSFER,10711.86,2024-02-21 04:40:12
3021,22,22,DEPOSIT,2386.09,2023-07-25 22:50:57
3022,23,23,WITHDRAWAL,20107.35,2024-03-21 11:12:02
3023,24,24,TRANSFER,31232.37,2023-06-25 10:49:11
3024,25,25,DEPOSIT,35888.17,2023-03-13 10:13:05
3025,26,26,WITHDRAWAL,4745.73,2024-03-25 02:18:12
3026,27,27,TRANSFER,13675.51,2023-09-19 15:06:59
3027,28,28,DEPOSIT,40061.27,2024-03-15 22:59:19
3028,29,29,WITHDRAWAL,21361.02,2024-01-05 03:38:40
3029,30,30,TRANSFER,39784.63,2023-09-27 18:26:54
3030,31,31,DEPOSIT,41188.71,2024-05-21 01:31:35
3031,32,32,WITHDRAWAL,40208.29,2024-01-27 23:09:45
3032,33,33,TRANSFER,33176.2,2023-12-03 06:02:10
3033,34,34,DEPOSIT,10011.85,2023-09-01 09:19:21
3034,35,35,WITHDRAWAL,12570.73,2023-11-09 11:26:00
3035,36,36,TRANSFER,22666.9,2024-02-05 07:10:43
3036,37,37,DEPOSIT,9038.24,2024-03-01 07:18:16
3037,38,38,WITHDRAWAL,31395.92,2023-01-15 10:47:27
3038,39,39,TRANSFER,43136.86,2024-02-05 23:06:53
3039,40,40,DEPOSIT,24965.19,2024-03-24 01:08:18
3040,41,41,WITHDRAWAL,48106.23,2024-05-28 06:19:14
3041,42,42,TRANSFER,13404.12,2023-12-29 23:00:57
3042,43,43,DEPOSIT,26640.64,2024-05-10 11:48:33
3043,44,44,WITHDRAWAL,42640.2,2024-04-22 05:39:42
3044,45,45,TRANSFER,46732.45,2023-12-03 21:12:37
3045,46,46,DEPOSIT,3003.48,2024-05-01 19:37:29
3046,47,47,WITHDRAWAL,18220.09,2023-06-05 20:21:01
3047,48,48,TRANSFER,12026.29,2023-04-25 18:08:31
3048,49,49,DEPOSIT,42207.66,2023-08-22 05:32:39
3049,50,50,WITHDRAWAL,15939.47,2023-11-15 15:48:20
3050,51,51,TRANSFER,31700.04,2023-02-20 01:00:58
3051,52,52,DEPOSIT,13354.07,2023-11-17 08:24:31
3052,53,53,WITHDRAWAL,32305.67,2023-08-11 22:53:56
3053,54,54,TRANSFER,34345.88,2023-07-19 04:30:42
3054,55,55,DEPOSIT,20299.24,2023-07-03 09:46:44
3055,56,56,WITHDRAWAL,7506.61,2023-03-30 04:53:07
3056,57,57,TRANSFER,12286.87,2023-01-22 12:26:35
3057,58,58,DEPOSIT,23213.34,2023-08-30 04:53:44
3058,59,59,WITHDRAWAL,49564.74,2024-03-10 19:53:40
3059,60,60,TRANSFER,32349.63,2023-11-24 19:00:24
3060,61,61,DEPOSIT,10107.51,2023-01-29 17:47:58
3061,62,62,WITHDRAWAL,6830.17,2023-07-31 19:43:10
3062,63,63,TRANSFER,39485.6,2023-07-20 16:51:58
3063,64,64,DEPOSIT,32936.95,2023-08-04 18:02:42
3064,65,65,WITHDRAWAL,32218.25,2023-05-17 16:36:08
3065,66,66,TRANSFER,48189.71,2023-02-02 19:16:06
3066,67,67,DEPOSIT,39113.86,2024-01-13 08:45:02
3067,68,68,WITHDRAWAL,42980.6,2023-02-12 23:22:30
3068,69,69,TRANSFER,15702.1,2023-03-07 04:33:36
3069,70,70,DEPOSIT,43359.92,2023-08-20 10:44:03
3070,71,71,WITHDRAWAL,44839.69,2023-11-13 03:09:27
3071,72,72,TRANSFER,44287.11,2024-05-25 15:23:40
3072,73,73,DEPOSIT,47158.68,2023-11-05 06:39:35
3073,74,74,WITHDRAWAL,11809.7,2023-04-20 04:13:52
3074,75,75,TRANSFER,36726.68,2024-03-19 11:42:54
3075,76,76,DEPOSIT,26102.66,2023-04-04 16:56:28
3076,77,77,WITHDRAWAL,47484.23,2024-03-26 19:48:29
3077,78,78,TRANSFER,12597.88,2024-02-12 23:33:31
3078,79,79,DEPOSIT,11911.46,2023-03-12 02:21:33
3079,80,80,WITHDRAWAL,38661.81,2023-04-05 23:24:19
3080,81,81,TRANSFER,16471.0,2023-09-01 10:23:31
3081,82,82,DEPOSIT,36864.45,2024-03-29 20:37:48
3082,83,83,WITHDRAWAL,46775.65,2023-07-03 06:12:16
3083,84,84,TRANSFER,7222.45,2023-06-19 07:58:15
3084,85,85,DEPOSIT,10713.29,2023-05-17 01:06:43
3085,86,86,WITHDRAWAL,21979.38,2023-08-02 05:55:59
3086,87,87,TRANSFER,43146.37,2023-07-17 12:36:21
3087,88,88,DEPOSIT,24523.03,2023-02-13 10:31:30
3088,89,89,WITHDRAWAL,34983.89,2023-10-19 01:00:25
3089,90,90,TRANSFER,15831.33,2023-03-29 17:45:07
3090,91,91,DEPOSIT,23747.96,2023-11-26 03:51:22
3091,92,92,WITHDRAWAL,48166.13,2023-07-11 08:14:06
3092,93,93,TRANSFER,18156.27,2023-04-23 13:20:48
3093,94,94,DEPOSIT,41070.05,2023-10-13 15:09:25
3094,95,95,WITHDRAWAL,32273.43,2023-01-17 08:51:06
3095,96,96,TRANSFER,1750.12,2024-04-15 13:12:18
3096,97,97,DEPOSIT,39949.08,2024-05-29 08:44:22
3097,98,98,WITHDRAWAL,34537.22,2023-02-12 11:09:58
3098,99,99,TRANSFER,12656.61,2023-07-06 03:52:52
3099,100,100,DEPOSIT,15470.33,2023-10-26 19:08:43
3100,101,101,WITHDRAWAL,45158.82,2023-10-09 20:06:33
3101,102,102,TRANSFER,26750.19,2023-04-05 19:14:49
3102,103,103,DEPOSIT,42883.78,2023-07-03 14:28:40
3103,104,104,WITHDRAWAL,403.23,2023-10-29 17:37:28
3104,105,105,TRANSFER,46376.09,2023-11-02 05:35:43
3105,106,106,DEPOSIT,15051.4,2023-07-18 11:29:35
3106,107,107,WITHDRAWAL,14878.17,2023-07-02 21:18:03
3107,108,108,TRANSFER,45795.38,2023-05-05 10:51:07
3108,109,109,DEPOSIT,15866.05,2024-05-05 09:16:02
3109,110,110,WITHDRAWAL,20320.38,2024-05-15 13:02:11
3110,111,111,TRANSFER,13709.09,2023-01-27 07:36:01
3111,112,112,DEPOSIT,41161.66,2023-03-04 05:04:14
3112,113,113,WITHDRAWAL,23559.85,2024-01-17 21:48:02
3113,114,114,TRANSFER,46325.6,2023-11-17 18:09:24
3114,115,115,DEPOSIT,35872.13,2023-09-16 10:23:29
3115,116,116,WITHDRAWAL,41221.8,2023-03-19 23:30:32
3116,117,117,TRANSFER,25321.66,2023-07-22 16:50:05
3117,118,118,DEPOSIT,21049.32,2023-10-01 07:04:39
3118,119,119,WITHDRAWAL,36891.9,2024-03-01 10:23:05
3119,120,120,TRANSFER,34763.55,2023-12-19 01:24:41
3120,121,121,DEPOSIT,32072.23,2023-02-10 11:11:32
3121,122,122,WITHDRAWAL,31511.52,2023-05-23 17:09:17
3122,123,123,TRANSFER,6813.25,2024-05-12 22:56:52
3123,124,124,DEPOSIT,10011.77,2023-11-08 04:52:41
3124,125,125,WITHDRAWAL,15692.95,2023-08-26 07:49:08
3125,126,126,TRANSFER,5550.3,2023-03-05 20:54:59
3126,127,127,DEPOSIT,25823.13,2023-07-13 20:56:51
3127,128,128,WITHDRAWAL,38160.5,2024-05-19 05:36:10
3128,129,129,TRANSFER,34290.81,2024-04-06 09:15:47
3129,130,130,DEPOSIT,22579.98,2023-09-06 02:01:52
3130,131,131,WITHDRAWAL,13041.39,2023-04-14 16:48:11
3131,132,132,TRANSFER,41340.16,2024-04-05 14:42:06
3132,133,133,DEPOSIT,9941.2,2023-08-07 21:04:58
3133,134,134,WITHDRAWAL,18386.3,2023-11-18 22:46:24
3134,135,135,TRANSFER,43820.74,2023-11-02 15:15:47
3135,136,136,DEPOSIT,11232.11,2024-03-19 00:51:02
3136,137,137,WITHDRAWAL,46156.39,2023-01-18 20:11:36
3137,138,138,TRANSFER,30604.04,2024-05-17 14:56:34
3138,139,139,DEPOSIT,45343.17,2023-06-27 15:24:43
3139,140,140,WITHDRAWAL,9921.33,2023-12-26 04:13:28
3140,141,141,TRANSFER,2498.65,2023-05-12 01:50:20
3141,142,142,DEPOSIT,21450.88,2024-04-25 00:25:49
3142,143,143,WITHDRAWAL,7471.07,2023-07-22 01:41:33
3143,144,144,TRANSFER,8514.44,2023-10-13 18:31:43
3144,145,145,DEPOSIT,5876.35,2024-03-16 14:10:26
3145,146,146,WITHDRAWAL,21763.59,2024-02-13 10:19:30
3146,147,147,TRANSFER,41364.6,2023-12-19 09:43:39
3147,148,148,DEPOSIT,5934.43,2024-01-19 19:36:20
3148,149,149,WITHDRAWAL,9535.3,2023-06-07 18:54:14
3149,150,150,TRANSFER,14405.22,2023-07-26 18:22:50
3150,151,151,DEPOSIT,19109.86,2024-01-19 19:57:43
3151,152,152,WITHDRAWAL,42818.32,2023-12-02 00:10:29
3152,153,153,TRANSFER,10786.17,2024-04-11 02:21:14
3153,154,154,DEPOSIT,36338.14,2023-08-08 18:53:30
3154,155,155,WITHDRAWAL,20922.37,2023-05-28 01:59:07
3155,156,156,TRANSFER,39625.25,2023-11-14 07:26:28
3156,157,157,DEPOSIT,14516.75,2023-01-23 08:22:11
3157,158,158,WITHDRAWAL,11781.93,2023-07-23 08:17:44
3158,159,159,TRANSFER,45367.34,2023-12-17 06:48:53
3159,160,160,DEPOSIT,29149.32,2023-10-15 02:32:48
3160,161,161,WITHDRAWAL,22913.62,2024-05-17 17:20:43
3161,162,162,TRANSFER,23449.39,2023-01-09 00:22:59
3162,163,163,DEPOSIT,48720.21,2023-09-09 01:44:30
3163,164,164,WITHDRAWAL,34345.75,2023-11-05 18:57:25
3164,165,165,TRANSFER,35425.57,2023-10-25 20:52:24
3165,166,166,DEPOSIT,12818.72,2024-04-08 20:32:21
3166,167,167,WITHDRAWAL,27854.43,2023-03-16 00:08:13
3167,168,168,TRANSFER,16649.8,2023-02-10 11:26:58
3168,169,169,DEPOSIT,23551.91,2023-07-02 09:45:42
3169,170,170,WITHDRAWAL,49837.0,2023-10-03 04:39:43
3170,171,171,TRANSFER,35481.2,2024-04-09 15:51:14
3171,172,172,DEPOSIT,278.0,2023-02-05 08:24:10
3172,173,173,WITHDRAWAL,30986.7,2024-01-27 21:20:40
3173,174,174,TRANSFER,48876.42,2023-08-23 23:08:44
3174,175,175,DEPOSIT,6620.59,2023-10-16 02:05:59
3175,176,176,WITHDRAWAL,2065.84,2024-03-10 14:57:42
3176,177,177,TRANSFER,13021.98,2023-05-20 07:44:26
3177,178,178,DEPOSIT,24647.06,2024-01-27 06:31:10
3178,179,179,WITHDRAWAL,43896.06,2023-09-21 10:42:45
3179,180,180,TRANSFER,4491.5,2023-04-13 11:09:30
3180,181,181,DEPOSIT,21652.15,2024-02-16 23:48:58
3181,182,182,WITHDRAWAL,5850.93,2023-07-22 06:19:11
3182,183,183,TRANSFER,48926.04,2023-02-04 07:14:32
3183,184,184,DEPOSIT,43585.26,2024-01-23 17:57:37
3184,185,185,WITHDRAWAL,37393.69,2023-08-07 06:13:54
3185,186,186,TRANSFER,14153.45,2023-12-01 01:23:04
3186,187,187,DEPOSIT,30650.45,2023-07-24 10:42:32
3187,188,188,WITHDRAWAL,25853.46,2023-07-24 20:48:15
3188,189,189,TRANSFER,44634.66,2023-12-05 11:26:29
3189,190,190,DEPOSIT,36846.09,2023-09-03 02:08:46
3190,191,191,WITHDRAWAL,38186.13,2024-01-17 14:01:32
3191,192,192,TRANSFER,27788.18,2023-04-28 11:46:45
3192,193,193,DEPOSIT,31836.24,2024-05-25 15:11:14
3193,194,194,WITHDRAWAL,2670.58,2023-12-08 18:00:02
3194,195,195,TRANSFER,2737.81,2023-04-26 10:29:33
3195,196,196,DEPOSIT,1802.75,2023-05-23 06:00:06
3196,197,197,WITHDRAWAL,8186.11,2023-07-22 02:55:34
3197,198,198,TRANSFER,21827.13,2023-12-29 19:59:14
3198,199,199,DEPOSIT,2049.18,2024-01-20 09:48:20
3199,200,200,WITHDRAWAL,49441.04,2023-10-04 22:00:59
3200,201,1,TRANSFER,24265.12,2024-03-11 15:05:09
3201,202,2,DEPOSIT,5633.42,2024-01-18 21:58:21
3202,203,3,WITHDRAWAL,6191.48,2023-04-25 23:55:16
3203,204,4,TRANSFER,10194.65,2023-03-14 16:25:05
3204,205,5,DEPOSIT,9040.94,2023-08-09 16:18:52
3205,206,6,WITHDRAWAL,37499.33,2023-05-11 17:14:46
3206,207,7,TRANSFER,28166.74,2023-07-31 21:12:11
3207,208,8,DEPOSIT,29288.01,2024-05-30 01:46:56
3208,209,9,WITHDRAWAL,49900.25,2024-03-29 06:06:42
3209,210,10,TRANSFER,26305.51,2023-01-04 04:54:32
3210,211,11,DEPOSIT,9036.64,2024-03-19 08:15:21
3211,212,12,WITHDRAWAL,12315.41,2023-03-01 16:19:00
3212,213,13,TRANSFER,33848.66,2024-01-22 21:27:28
3213,214,14,DEPOSIT,1307.85,2023-09-13 06:37:30
3214,215,15,WITHDRAWAL,19714.55,2023-04-05 18:04:33
3215,216,16,TRANSFER,46458.13,2024-04-03 12:42:25
3216,217,17,DEPOSIT,41850.49,2023-03-24 09:17:11
3217,218,18,WITHDRAWAL,1453.44,2023-04-30 10:34:57
3218,219,19,TRANSFER,41536.65,2023-12-24 11:22:05
3219,220,20,DEPOSIT,23997.96,2024-05-27 06:42:14
3220,221,21,WITHDRAWAL,47760.52,2024-05-03 01:25:06
3221,222,22,TRANSFER,32903.74,2024-04-06 12:46:12
3222,223,23,DEPOSIT,48488.83,2023-09-13 20:57:46
3223,224,24,WITHDRAWAL,31122.02,2024-05-24 15:56:48
3224,225,25,TRANSFER,16252.52,2023-12-18 22:26:00
3225,226,26,DEPOSIT,6474.72,2024-03-18 01:52:56
3226,227,27,WITHDRAWAL,40079.88,2023-02-07 19:30:10
3227,228,28,TRANSFER,16165.31,2023-08-08 18:38:42
